火	水	風	土	光	闇	MAP名
0	0	0	0	0	0	廃坑　Ｂ４
0	0	0	0	0	0	廃坑　Ｂ５
0	0	0	0	0	0	廃坑　Ｂ６
0	0	0	0	0	0	廃坑　Ｂ７
0	0	0	0	0	0	廃坑　Ｂ８
0	0	0	0	0	0	廃坑　Ｂ９
0	0	0	0	0	0	廃坑　Ｂ１０
0	0	0	0	0	0	キャンサー気孔　Ｂ１
0	0	0	0	0	0	キャンサー気孔　Ｂ２
0	0	0	0	0	0	キャンサー気孔　Ｂ３
0	0	0	0	0	0	キャンサー気孔　Ｂ４
0	0	0	0	0	0	キャンサー気孔　Ｂ５
0	0	0	0	0	0	キャンサー気孔　Ｂ６
0	0	0	0	0	0	キャンサー気孔　Ｂ７
0	0	0	0	0	0	路上強盗団アジト　２Ｆ
0	0	0	0	0	0	ハノブ高台望楼　１Ｆ
0	0	0	0	0	0	ハノブ高台望楼　２Ｆ
0	0	0	0	0	0	ハノブ高台望楼　Ｂ１
0	0	0	0	0	0	ハノブ高台望楼　Ｂ２
0	0	0	0	0	0	ハノブ高台望楼　Ｂ３
0	0	0	0	0	0	ゼンシの防具店
0	0	0	0	0	0	ワリドの武器店
0	0	0	0	0	0	クリムスン商店
0	0	0	0	0	0	鉄鉱山　Ｂ１
0	0	0	0	0	0	鉄鉱山　Ｂ２
0	0	0	0	0	0	鉄鉱山　Ｂ３
0	0	0	0	0	0	鉄鉱山　Ｂ４
0	0	0	0	0	0	鉄鉱山　Ｂ５
0	0	0	0	0	0	鉄の道 / ハノブ入口付近
0	0	0	0	0	0	鉄の道 / 道の中間地点
0	0	0	0	0	0	鉄の道 / アウグスタ入口付近
0	0	0	0	0	0	神聖都市アウグスタ
0	0	0	0	0	0	テンドペンド平原 / ブンド川
0	0	0	0	0	0	テンドペンド平原 / ブリッジヘッド北部地域
0	0	0	0	0	0	港街ブリッジヘッド
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	やぶ森の中
0	0	0	0	0	0	滝裏の洞窟
0	0	0	0	0	0	ブルンネンシュティグ銀行
0	0	0	0	0	0	ブルンギルド連合会
0	0	0	0	0	0	ハノブ南側望楼　１Ｆ
0	0	0	0	0	0	ハノブ南側望楼　２Ｆ
0	0	0	0	0	0	ハノブ南側望楼　Ｂ１
0	0	0	0	0	0	ハノブ南側望楼　Ｂ２
0	0	0	0	0	0	ハノブ南側望楼　Ｂ３
0	0	0	0	0	0	麻薬巣窟　１Ｆ
0	0	0	0	0	0	麻薬巣窟　Ｂ１
0	0	0	0	0	0	麻薬巣窟　Ｂ２
0	0	0	0	0	0	麻薬巣窟　Ｂ３
0	0	0	0	0	0	シーフギルドの倉庫[Ａ]　１Ｆ
0	0	0	0	0	0	シーフギルドの倉庫[Ａ]　Ｂ１
0	0	0	0	0	0	シーフギルドの倉庫[Ｂ]　１Ｆ
0	0	0	0	0	0	シーフギルドの倉庫[Ｂ]　Ｂ１
0	0	0	0	0	0	シーフギルドの倉庫[Ｂ]　Ｂ２
0	0	0	0	0	0	シーフギルドの倉庫[Ｃ]　１Ｆ
0	0	0	0	0	0	シーフギルドの倉庫[Ｃ]　Ｂ１
0	0	0	0	0	0	シーフギルドの倉庫[Ｃ]　Ｂ２
0	0	0	0	0	0	シーフギルドの倉庫[Ｃ]　Ｂ３
0	0	0	0	0	0	オート地下監獄　Ｂ４
12	0	0	0	0	0	時のダンジョン
0	0	0	0	0	0	ハノブ銀行
0	0	0	0	0	0	アウグスタ銀行
0	0	0	0	0	0	ブリッジヘッド銀行
0	0	0	0	0	0	ミスリル鉱山　１Ｆ
0	0	0	0	0	0	ミスリル鉱山　２Ｆ
0	0	0	0	0	0	ミスリル鉱山　３Ｆ
0	0	0	0	0	0	海の神殿入口
0	0	0	0	0	0	海の神殿　１Ｆ
0	10	0	0	0	0	海の神殿　Ｂ１
0	15	0	0	0	0	海の神殿　Ｂ２
0	20	0	0	0	0	海の神殿　Ｂ３
0	0	0	0	0	0	テンドペンド平原 / トワイライト滝付近
0	0	0	0	0	0	ルリリバー / 川河口
0	0	0	0	0	0	グレートフォレスト / プラトン街道
0	0	0	0	0	0	バヘル大河 / 東バヘル川
0	0	0	0	0	0	バヘル台地 / エルベルグ山脈西部地域
0	0	0	0	0	0	バヘル台地 / 丸太いかだ丘
0	0	0	0	0	0	オーガの王窟　Ｂ１
0	0	20	0	0	20	壊れた道
0	0	0	0	0	0	トワイライト滝　１Ｆ
0	0	0	0	0	0	トワイライト滝　Ｂ１
0	0	0	0	0	0	トワイライト滝　Ｂ２
0	0	0	0	0	0	トワイライト滝　Ｂ３
0	0	0	0	0	0	トワイライト滝　Ｂ４
0	0	0	0	0	0	トワイライト滝　Ｂ５
0	0	0	0	0	0	トワイライト滝　Ｂ６
0	0	0	0	0	0	ソルティケーブ　１Ｆ
0	0	0	0	0	0	ソルティケーブ　Ｂ１
0	0	0	0	0	0	ソルティケーブ　Ｂ２
0	0	0	0	0	0	ソルティケーブ　Ｂ３
0	0	0	0	0	0	ソルティケーブ　Ｂ４
0	0	0	0	0	0	ソルティケーブ　Ｂ５
0	0	0	0	0	0	ソルティケーブ　Ｂ６
0	0	0	0	0	0	ソルティケーブ　Ｂ７
0	0	0	0	0	0	ソルティケーブ　Ｂ８
0	35	0	0	0	0	海の神殿　Ｂ４
0	0	0	0	0	0	地下水路　Ｂ１
0	0	0	0	0	0	ブルンネンシュティグギルド戦　申込事務室
15	0	0	0	0	0	西プラトン街道 / アリアン東部地域
15	0	0	0	0	0	ガディウス大砂漠 / リンケン北部地域
10	0	0	0	0	0	西プラトン街道 / グレートフォレスト入口
10	0	0	0	0	10	警備兵墓　Ｂ１
10	0	0	0	0	10	警備兵墓　Ｂ２
25	0	0	0	0	10	魔法傭兵の墓　Ｂ１
25	0	0	0	0	20	魔法傭兵の墓　Ｂ２
10	0	0	0	0	10	傭兵達の大きな墓　Ｂ１
10	0	0	20	0	10	傭兵達の大きな墓　Ｂ２
20	20	20	20	20	30	呪いの墓　Ｂ１
20	20	20	20	20	30	呪いの墓　Ｂ２
0	0	0	0	0	10	小さい傭兵の墓　Ｂ１
0	0	0	0	0	0	小さい傭兵の墓　Ｂ２
25	25	25	25	25	25	過ぎた栄光の展示場
10	0	0	0	0	0	ガディウス大砂漠 / グレートフォレスト北部地域
0	0	0	0	0	0	ガディウス大砂漠 / デフヒルズ北側
0	0	0	0	0	0	セスナの道
0	0	0	0	0	0	砂漠村リンケン
0	0	0	0	0	0	砂漠の炎 旅館
0	0	0	0	0	0	砂漠の炎 旅館２階
80	0	0	0	0	40	名も無い崩れた塔　Ｂ７
70	0	0	0	0	35	名も無い崩れた塔　Ｂ６
60	0	0	0	0	30	名も無い崩れた塔　Ｂ５
50	0	0	0	0	25	名も無い崩れた塔　Ｂ４
0	0	0	0	0	20	名も無い崩れた塔　Ｂ３
0	0	0	0	0	15	名も無い崩れた塔　Ｂ２
0	0	0	0	0	10	名も無い崩れた塔　Ｂ１
0	0	0	0	0	0	名も無い崩れた塔　１Ｆ
0	0	0	0	0	0	名も無い崩れた塔　２Ｆ
0	0	0	0	0	0	名も無い崩れた塔　３Ｆ
0	0	0	0	0	0	名も無い崩れた塔　４Ｆ
5	0	0	0	0	0	名も無い崩れた塔　５Ｆ
5	0	5	0	0	0	名も無い崩れた塔　６Ｆ
10	0	10	0	0	0	名も無い崩れた塔　７Ｆ
10	0	15	0	0	0	名も無い崩れた塔　８Ｆ
15	0	20	0	0	0	名も無い崩れた塔　９Ｆ
20	0	25	0	0	0	名も無い崩れた塔　１０Ｆ
25	0	30	0	0	0	名も無い崩れた塔　１１Ｆ
30	0	35	0	0	0	名も無い崩れた塔　１２Ｆ
0	0	0	0	0	0	オアシス都市アリアン
0	0	0	0	0	0	砂風酒場
0	0	0	0	0	0	アリアン傭兵ギルド
0	0	0	0	0	0	アリアン遺跡　Ｂ１ 
0	0	0	0	0	0	アリアン遺跡　Ｂ２
0	0	0	0	0	0	一般倉庫
0	0	0	0	0	0	大富豪の倉庫 
0	0	0	0	0	0	冒険家協会アリアン支部 / アリアン旅館
0	0	0	0	0	0	リンケン 宝石商
0	0	0	0	0	0	アリアン銀行
0	0	0	0	0	0	トゥーファの家
0	0	0	20	0	0	ヘムクロス高原 / 高原南部地域
0	0	0	25	0	0	ヘムクロス高原 / アラク湖付近
0	0	0	30	0	0	タトバ山
0	0	0	40	0	0	タトバ山頂上登山路
0	0	0	0	0	0	キングベアーの巣
50	50	50	0	0	0	パブル鉱山　Ｂ１
60	0	0	50	0	0	パブル鉱山　Ｂ２
0	0	0	0	0	0	タトバ鉱山　Ｂ１
0	0	0	0	0	0	タワー洞窟地下道　１Ｆ
0	0	0	0	0	0	タワー洞窟地下道　２Ｆ
0	0	0	0	0	0	魔法都市スマグ
20	20	0	20	0	20	スマグ地下道　Ｂ１
13	13	0	13	0	13	スマグ地下道　Ｂ２
16	16	0	16	0	16	スマグ地下道　Ｂ３
80	80	0	0	0	0	スマグ地下道　Ｂ４
24	24	25	25	24	29	スウェブタワー　Ｂ１３
24	24	25	25	24	29	スウェブタワー　Ｂ１２
24	24	24	24	23	28	スウェブタワー　Ｂ１１
24	23	24	24	23	28	スウェブタワー　Ｂ１０
23	23	23	23	23	27	スウェブタワー　Ｂ９
23	23	23	23	22	27	スウェブタワー　Ｂ８
23	23	22	23	22	27	スウェブタワー　Ｂ７
22	22	22	22	22	26	スウェブタワー　Ｂ６
22	22	21	22	22	26	スウェブタワー　Ｂ５
22	22	21	22	22	26	スウェブタワー　Ｂ４
22	22	21	21	21	25	スウェブタワー　Ｂ３
22	21	21	21	21	25	スウェブタワー　Ｂ２
21	21	21	21	21	25	スウェブタワー　Ｂ１
15	10	10	10	10	15	スウェブタワー　１Ｆ
15	11	11	11	11	15	スウェブタワー　２Ｆ
16	11	11	11	11	16	スウェブタワー　３Ｆ
17	12	12	12	12	18	スウェブタワー　４Ｆ
17	12	12	12	12	19	スウェブタワー　５Ｆ
17	13	13	13	13	19	スウェブタワー　６Ｆ
17	14	14	14	14	20	スウェブタワー　７Ｆ
17	14	14	14	14	20	スウェブタワー　８Ｆ
18	15	15	15	14	21	スウェブタワー　９Ｆ
18	16	15	16	14	22	スウェブタワー　１０Ｆ
18	16	15	16	15	22	スウェブタワー　１１Ｆ
18	16	16	16	16	21	スウェブタワー　１２Ｆ
18	17	16	16	16	22	スウェブタワー　１３Ｆ
19	18	16	16	17	23	スウェブタワー　１４Ｆ
19	19	16	16	17	23	スウェブタワー　１５Ｆ
19	19	17	17	17	23	スウェブタワー　１６Ｆ
20	19	18	18	17	23	スウェブタワー　１７Ｆ
20	20	19	19	18	24	スウェブタワー　１８Ｆ
21	20	20	20	19	24	スウェブタワー　１９Ｆ
0	0	0	0	0	0	スマグ魔法用品店
0	0	0	0	0	0	グローティング酒場
0	0	0	0	0	0	スマグアクセサリー店
0	0	0	0	0	0	ウィザードの研究室
0	0	0	0	0	0	ウィザードギルド
0	0	0	0	0	0	スマグ雑貨店
0	0	0	0	0	0	冒険家協会スマグ支部 / スマグ旅館
21	21	21	21	20	25	スウェブタワー　２０Ｆ
0	20	0	0	0	0	ハンヒ山脈 / ドレム川付近
10	0	0	30	0	0	河口ダンジョン　'ド'　Ｂ１
15	0	0	35	0	0	河口ダンジョン　'ド'　Ｂ２
20	0	0	40	0	0	河口ダンジョン　'ド'　Ｂ３
0	0	0	0	0	0	河口ダンジョン　'レ'　Ｂ１
0	0	0	0	0	0	河口ダンジョン　'レ'　Ｂ２
0	50	0	0	0	0	河口ダンジョン　'ミ'　Ｂ１
0	20	0	0	0	0	河口ダンジョン　'ラ'　Ｂ１
0	25	0	0	0	0	河口ダンジョン　'ラ'　Ｂ２
0	0	0	0	0	0	廃墟スバイン要塞
0	0	0	0	0	0	崩れた家
28	15	20	15	20	25	兵営 B1
25	15	20	15	20	25	兵舎　１Ｆ
25	15	20	15	20	15	兵舎　２Ｆ
35	22	24	20	24	32	旅館　１Ｆ
38	25	28	22	26	35	旅館　２Ｆ
33	20	22	18	22	30	商店　１Ｆ
35	20	22	20	22	35	商店　２Ｆ
0	0	0	0	0	0	監獄
0	0	0	0	0	0	バヘル大河 / 東バヘル川上流
0	0	0	0	0	0	ファウンティンス・ハイランド
0	0	0	0	0	0	半島の海辺
0	0	0	0	0	0	ソゴム山脈赤山
0	0	0	0	0	0	東バヘル　カルスト洞窟
0	0	0	0	0	0	泉の水の穴
0	0	0	0	0	0	ハイランド洞窟　Ｂ１
0	0	0	0	0	0	ハイランド洞窟　Ｂ２
0	0	0	0	0	0	呪いを受けたミズナの洞窟　Ｂ１
0	0	0	0	0	0	呪いを受けたミズナの洞窟　Ｂ２
0	0	0	0	0	0	呪いを受けたミズナの洞窟 / ミズナの洞窟
0	0	0	0	0	0	呪いを受けたミズナの洞窟 / 小さな洞窟
0	0	0	0	0	0	呪いを受けたミズナの洞窟 / 宝石の部屋
0	0	0	0	0	0	呪いを受けたミズナの洞窟 / 泉の水
20	0	0	0	0	5	名も無い遺跡の入口
20	0	0	0	0	0	名も無き遺跡　Ｂ１
0	0	0	0	0	0	名も無き遺跡　Ｂ２
0	0	0	0	0	0	ソゴム山脈　赤山登山路
0	50	0	0	0	0	キャンサーの巣　Ｂ１
0	60	0	0	0	0	キャンサーの巣　Ｂ２
0	70	0	0	0	0	キャンサーの巣　Ｂ３
0	80	0	0	0	0	キャンサーの巣　Ｂ４
0	0	0	0	0	0	オロイン森
0	0	0	0	0	0	オロイン森　地下洞窟
0	0	0	0	0	0	スパインビーチ
0	50	0	0	0	0	１番目のスパインホール　Ｂ１
0	50	0	0	0	0	２番目のスパインホール　Ｂ１
0	50	0	0	0	0	３番目のスパインホール　Ｂ１
0	50	0	0	0	0	４番目のスパインホール　Ｂ１
0	0	0	0	0	0	５番目のスパインホール　Ｂ１
0	50	0	0	0	0	６番目のスパインホール　Ｂ１
0	50	0	0	0	0	７番目のスパインホール　Ｂ１
0	0	0	0	0	0	大きな町 バリアート
0	0	0	0	0	0	黄金色の小麦畑亭
0	0	0	0	0	0	バリアート　雑貨店
0	0	0	0	0	0	バリアート　民家
0	0	0	0	0	0	バリアート　農家
0	0	0	0	0	0	バリアート　家
0	0	0	0	0	0	バリアート酒場
0	0	0	0	0	0	オカー三角州
0	0	0	0	0	0	ゴールド・スワンプ洞窟　Ｂ１
0	0	0	0	0	0	ゴールド・スワンプ洞窟 B2
0	0	0	0	0	0	ゴールド・スワンプ洞窟 B3
0	70	0	0	0	0	スパインホール地下　Ｂ２
0	0	0	0	0	0	ウェテンロード / デフヒルズ東部地域
0	0	0	0	0	0	ウェテンロード / ケルチ大橋付近
0	0	0	0	0	0	グレートフォレスト/ 妖精達の蜘蛛の糸
0	0	0	0	0	0	ビックマウスダンジョン　Ｂ１
0	0	0	0	0	0	ビックマウスダンジョン　Ｂ２
0	0	0	0	0	0	ビックマウスダンジョン　Ｂ３
0	0	0	0	0	0	ビックマウスダンジョン　Ｂ４
0	30	20	0	0	0	デフヒルズ小さな洞窟　Ｂ１
25	0	25	0	0	0	デフヒルズ小さな洞窟　Ｂ２
0	0	0	0	0	0	ダークエルフの王宮寺院
0	0	0	0	0	0	ダークエルフの王宮
0	0	0	0	0	0	ダークエルフの庭園
0	0	0	0	0	0	猟師の休憩室
0	0	0	0	0	0	地下倉庫
30	30	30	30	30	30	ダークエルフ王宮への近道
0	0	0	0	0	0	ダークエルフ王宮　１Ｆ
0	0	0	0	0	0	ダークエルフ王宮　２Ｆ
0	0	0	0	0	0	ダークエルフ王宮　３Ｆ
0	0	0	0	0	0	ロマ村 ビスル
0	0	0	0	0	0	クェレスプリング湖
40	0	0	0	0	0	湖下の通路
45	0	0	0	0	0	レッドアイ秘密基地　Ｂ１
50	0	0	0	0	0	レッドアイ秘密基地　Ｂ２
55	0	0	0	0	0	レッドアイ秘密基地　Ｂ３
60	0	0	0	0	0	レッドアイ秘密基地　Ｂ４
0	0	0	0	0	0	伐木町ブレンティル
0	0	0	0	0	0	ブレンティル雑貨店
0	0	0	0	0	0	ブレンティル銀行
0	0	0	0	0	0	ブレンティル旅館
0	0	0	0	0	0	ブレンティル酒場
0	0	0	0	0	0	伐木場
0	0	0	0	0	0	グレートフォレスト　ネイブ滝付近
0	0	0	0	0	0	ネイブ滝洞窟
65	0	0	0	0	0	レッドアイ秘密基地　Ｂ５
70	0	0	0	0	0	レッドアイ秘密基地　Ｂ６
80	80	0	0	0	0	レッドアイ倉庫
90	0	0	0	0	0	暴かれた納骨堂　Ｂ１
100	0	0	0	0	0	暴かれた納骨堂　Ｂ２
110	0	0	0	0	0	暴かれた納骨堂　Ｂ３
120	0	0	0	0	0	暴かれた納骨堂　Ｂ４
130	0	0	0	0	0	暴かれた納骨堂　Ｂ５
140	0	0	0	0	0	暴かれた納骨堂　Ｂ６
0	0	0	0	0	0	デフヒルズ
30	0	0	30	30	0	ガディウス大砂漠 / モリネルタワー付近
0	0	0	0	0	0	北フォーリンロード / ビガプール南部地域
0	0	0	0	0	0	南フォーリンロード / シュトラセラト西部地域
0	0	0	0	0	0	エルベルグ山脈 / テレット・トンネル付近
0	0	0	0	0	0	北フォーリンロード / ネイダック平原地帯
0	0	0	0	0	0	北フォーリンロード / 西リットリン半島
0	0	0	0	0	0	南フォーリンロード / テレット・トンネル出口付近
0	0	0	0	0	0	南フォーリンロード / エルン山南部地域
0	0	0	0	0	0	新興王国ビガプール
0	0	0	0	0	0	小都市ビッグアイ
0	0	0	0	0	0	港街シュトラセラト
0	0	0	0	0	0	荒廃都市ダメル
0	0	0	0	0	0	国会議員ブロームの事務室
100	100	100	100	100	100	火酒倉庫
0	0	0	0	0	0	ブルースビストロ
0	0	0	0	0	0	モリネルタワー　地上１階
0	0	0	0	0	0	モリネルタワー　地上２階
0	0	0	0	0	0	モリネルタワー　地上３階
0	0	0	0	0	0	モリネルタワー　地上４階
0	0	0	0	0	0	モリネルタワー　地上５階
0	0	0	0	0	0	フォーリン望楼　地下
0	0	0	0	0	0	天上界入口
0	0	0	0	0	0	トラン森西部
0	0	0	0	0	0	トラン森南部
0	0	0	0	0	0	トラン森東部
0	0	0	0	0	0	トラン森北部
0	0	0	0	0	0	トラン森中部
0	0	0	0	0	0	シュトラセラト防具店
0	0	0	0	0	0	シュトラセラト魔法用品店
0	0	0	0	0	0	オールドパブ
0	0	0	0	0	0	ゲールの家
0	0	0	0	0	0	ビガプール軍物品店
0	0	0	0	0	0	冒険家協会ビガプール支部 / 黄金色の小麦畑亭
0	0	0	0	0	0	ビガプール銀行
0	0	0	0	0	0	ビガプール教会
0	0	0	0	0	0	ダメル雑貨店
0	0	0	0	0	0	テレット・トンネル北口
0	0	0	0	0	0	テレット・トンネル
0	0	0	0	0	0	テレット・トンネル南口
0	0	0	0	0	0	ダメル地下遺跡
0	0	0	0	0	0	デフヒルズ古代遺跡 B1
0	0	0	0	0	0	デフヒルズ古代遺跡 B2
0	0	0	0	0	0	シュトラセラト雑貨店
0	0	0	0	0	0	シュトラセラト銀行
0	0	0	0	0	0	シュトラセラト武器店
0	0	0	0	0	0	エルン山南部地下洞窟　Ｂ１
0	0	0	0	0	0	ブロームの別荘
0	0	0	0	0	0	アイノ・ガスピルの家
0	0	0	0	0	0	地下水路　Ｂ２
0	0	0	0	0	0	地下水路　Ｂ３
0	0	0	0	0	0	地下遺跡　Ｂ１
0	0	0	0	0	0	地下遺跡　Ｂ１
0	0	0	0	0	0	地下遺跡　Ｂ２
0	0	0	0	0	0	地下遺跡　Ｂ２
0	0	0	0	0	0	ブリッジヘッド商人ギルド　１Ｆ
0	0	0	0	0	0	ブリッジヘッド商人ギルド　２Ｆ
0	10	0	0	0	0	天上界RED STONE跡
50	0	0	0	0	0	レッドアイ秘密指令所
0	0	0	0	0	0	秘密図書館
0	0	0	0	0	0	地下界の町入口
0	0	0	0	0	0	地下界入り口
0	0	0	0	0	0	秘密資料室
0	0	0	0	0	0	演壇の部屋
0	0	0	0	0	0	アウグスタ大聖堂
0	0	0	0	0	0	地下界補給倉庫
0	0	0	0	0	0	忘れられたオアシス
0	0	0	0	0	0	ガリエルの執務室
80	40	50	40	0	90	ガルカス悪魔軍集結地　Ｂ１
60	60	40	40	40	120	ガルカス悪魔軍集結地　Ｂ２
0	0	0	0	0	0	砂漠地帯 悪党集団のアジト
0	0	0	0	0	0	砂漠地帯 悪党集団のアジト
0	0	0	0	0	0	冒険家協会　冒険家訓練所
0	0	0	0	0	0	グレートマウンテン北部
0	0	0	0	0	0	ナラダ平原 / ウエストスワンプ
0	0	0	0	0	0	ナラダ平原の沼地帯 / ノーススワンプ
0	0	0	0	0	0	ゴリマ沼地
0	0	0	0	0	0	山麓村ウムバ
0	0	0	0	0	0	ネイダック平原 / ラカリフサ北部地域
0	0	0	0	0	0	試練の地
0	0	0	0	0	0	忘れられた廃坑　Ｅ
0	0	0	0	0	0	ガリムト旅館
0	0	0	0	0	0	農村ラカリフサ
0	0	0	0	0	0	ミルトリムの道 / シュトラセラト入口付近
0	0	0	0	0	0	ビガプール教会公館
0	0	0	0	0	0	ウエストスワンプ洞窟
0	0	0	0	0	0	地下水路　Ｂ４
0	0	0	0	0	0	ログハウス
0	0	0	0	0	0	‘ミルトリムの道 / シュトラセラト入口付近’の地下洞窟
0	0	0	0	0	0	エルベルグ山脈 / エルン山
0	0	0	0	0	0	農村ガリムト
0	0	0	0	0	0	ガリムト武器・雑貨店
0	0	0	0	0	0	ラカリフサ村民会館　１Ｆ
0	0	0	0	0	0	ラカリフサ村民会館　２Ｆ
0	0	0	0	0	0	ラカリフサ武器店
0	0	0	0	0	0	ラカリフサ　道具・雑貨店
0	0	0	0	0	0	ラカリフサ銀行
0	0	0	0	0	0	ラカリフサ旅館
0	0	0	0	0	0	ラカリフサ旅館　２Ｆ
0	0	0	0	0	0	ラカリフサ教会
0	0	0	0	0	0	ブルン王国の王宮跡地の地下
0	0	0	0	0	0	ブルン王国の秘密図書館
0	0	0	0	0	0	本棚の後ろにある隠し部屋
0	0	0	0	0	0	捨てられた望楼
0	0	0	0	0	0	秘密の山荘
0	0	0	0	0	0	ドラコリッチの遺跡
0	0	0	0	0	0	ティアメスの道
0	0	0	0	0	0	地下軍団　集結地
0	0	0	0	0	0	沈んだ遺跡
0	0	0	0	0	0	古代美術館
17	7	12	7	12	2	モリネルタワー　地上６階
20	10	15	10	15	5	時の森
20	10	15	10	15	5	時の森
25	15	20	15	20	10	時の森
0	0	0	0	0	0	天上界
0	0	0	0	0	0	ロシペル城
0	0	0	0	0	0	地下界の町
0	0	0	0	0	0	ビフレスト橋の前
0	0	0	0	0	0	フォゲルネスト
0	0	0	0	0	0	港町ボルティッシュ
0	0	0	0	0	0	ボルティッシュ銀行
0	0	0	0	0	0	ボルティッシュ教会
0	0	0	0	0	0	ボルティッシュ武器店
0	0	0	0	0	0	ボルティッシュ旅館 / 酒場
0	0	0	0	0	0	ボルティッシュ旅館 / 寝室
0	0	0	0	0	0	幻影の谷 / シトロンリバー上流
0	0	0	0	0	0	幻影の谷 / ブラックファイヤーダンジョン付近
0	0	0	0	0	0	ブラックファイヤーダンジョン
0	0	0	0	0	0	異空間
0	0	0	0	0	0	ブラックファイヤーダンジョン
0	0	0	0	0	0	秘密の山荘
0	0	0	0	0	0	ラカリフサ北の洞窟
15	80	45	45	20	65	神秘の洞窟　Ｂ１
14	36	44	38	18	62	神秘の洞窟　Ｂ２
0	0	0	0	0	0	隠された収容所
0	0	0	0	0	0	酷寒の地
0	0	0	0	0	40	セントロード　Ｂ１
0	0	0	0	0	40	セントロード　Ｂ２
0	0	0	0	0	0	研究用モンスター封印地
0	0	0	0	0	0	研究用モンスター封印地
0	0	0	0	0	0	研究用モンスター封印地
0	0	0	0	0	0	冒険家協会ブルンネンシュティグ本部
0	0	0	0	0	0	冒険家協会ブリッジヘッド支部
40	40	40	40	40	40	エルン山　迂回路
40	40	40	40	40	40	乾いたオアシス
40	40	40	40	40	40	漆黒の城
40	40	40	40	40	40	深淵の地底湖
0	0	0	0	0	0	小都市ビッグアイ応急治療室
0	0	0	0	0	0	決戦都市ヒルドブラント
0	0	0	0	0	0	決戦都市ヒルドブラント
0	0	0	0	0	0	1 vs 1 決戦待機所
0	0	0	0	0	0	2 vs 2 決戦待機所
0	0	0	0	0	0	3 vs 3 決戦待機所
0	0	0	0	0	0	4 vs 4 決戦待機所
0	0	0	0	0	0	5 vs 5 決戦待機所
0	0	0	0	0	0	決戦大会の予選待機所
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
